Symbol,Daily_Return
adc,0.0004482828391888725
ades,0.0014912739690750834
adhd,-0.00013492022685585478
adi,0.0011230524877971614
adm,-0.0004403215558093146
adma,-0.002876028716996353
admp,0.00293701350864371
adms,0.0030203123199894497
adnt,0.0014912537376242404
adom,-0.001425687850625211
adp,0.0005146777597107113
adra,0.0014263451759878355
adrd,0.0007931540580466589
adre,0.0014271735728481583
adro,-0.0013053104190993625
adru,0.000980531604371825
ads,8.617420582164955e-05
adsk,0.0024718947590657474
adsw,0.00020934442347857147
adtn,-0.0001750480116720331
adus,-0.00013340173338403496
advm,0.00045511287822130864
adx,0.0010372486210252904
adxs,-0.0026915817144980763
adxsw,-0.0032225076771721117
ae,0.0006544067753017729
aeb,0.000543334146159852
aed,0.00036175935646538023
aee,0.0009340680383944725
aeg,0.0008151996865897129
aegn,0.0009039610249915431
aeh,0.0003707893831937803
aehr,0.002374025960320889
aeis,0.002143588271711184
aek,0.0004028717636724491
ael,0.0012134819877318637
aem,0.0005335835423019293
aemd,-0.003975416527532488
aeo,7.120553191137057e-05
aep,0.0009704951272918485
aer,0.0010502863443813432
aeri,0.0028383690108449116
aes,-0.0003006436311996091
aet,0.001719495314925336
aeti,0.00040739012476338635
aeua,-0.0002590929840933802
aey,-0.0008198479285449191
aezs,0.0025051209610945186
afam,0.0010587259208875268
afb,0.0003127348120663807
afc,0.00030835052959745203
afg,0.0010125110565845426
afge,0.00040677766607912175
afgh,0.0005597511132502603
afh,0.0004727239240426577
afhbl,0.00040763358283545716
afi,-0.0007681007950308728
afk,0.0008928874463149414
afl,0.0009391844827423784
afmd,0.0012826031478118877
afsd,0.00038764772080806615
afsi,-0.0035528473469376713
afsi_a,-0.0001312213117165858
afsi_b,5.186447868143265e-05
afsi_c,-8.856927001852503e-05
afsi_d,-0.00010703266348455453
afsi_e,-6.935520906317148e-05
afsi_f,-5.5164826429044924e-05
afss,0.0003205565840231665
afst,0.0003698595907199863
aft,-5.600398759222795e-05
afty,0.0017352329194948433
ag,-4.293878636944604e-05
agc,0.0004962952494811486
agco,0.0008411695834526976
agd,0.0011358790219493891
agen,0.0002490511966034627
agf,0.0002755222597514146
agfs,0.0035840421752252817
agfsw,0.00909537396364901
agg,0.0001360949042053001
agge,8.869909048942334e-05
aggp,0.00017059108988969724
aggy,0.0001941140507457321
agi,9.550716818878417e-05
agii,-0.0003093639281217169
agiil,0.00031337283497951426
agio,0.0022163000877806157
agle,0.0016348528906862635
agm,0.0010608334135053226
agm-a,0.001752354637542184
agm_a,4.9030549565557744e-05
agm_b,0.00017659386264080027
agm_c,0.0008609139057125059
agn,-0.0007817413203220709
agn_a,-0.00083447326284548
agnc,0.0007837705808308441
agncb,0.00046164850959735384
agncn,0.0008959533960252944
agnd,1.3971989033551796e-05
ago,6.16572454875835e-05
ago_b,9.733620609619511e-05
ago_e,0.00031033276437207895
ago_f,0.0002926814919369979
agq,0.00048734492813830223
agr,0.0014921088601097432
agro,-0.0003224736878476466
agrx,0.0007514477373905436
agt,0.0008471039878508626
agtc,-0.0034885229644627614
agu,0.0004835724602400226
agx,3.9930535203701445e-05
agys,0.0007582232806554588
agz,8.577343487198233e-05
agzd,8.74054356268981e-05
ahc,-0.0005873338390450789
ahgp,0.0003424007346313453
ahh,0.00038475088294672154
ahl,-0.001001693056497312
ahl_c,0.0002866446408681656
ahl_d,0.0006398414050009137
ahp,-0.0013235043846471495
ahp_b,-0.0001195233603966234
ahpa,0.0001554940611388241
ahpau,0.00017934115756761007
ahpaw,0.005744007333283662
ahpi,0.0013665681433935174
aht,-0.0004329118663163917
aht_d,0.00010145932626359568
aht_f,0.0002351240080871115
aht_g,0.00031266032255464546
aht_h,0.00014365278122337112
ai,-0.0006731413628305198
ai_b,0.00048483912228484884
aia,0.0016583313930855935
aib-cl,-0.0005005940832434757
aic,0.0007863246406274413
aieq,-0.002182643350422025
aif,0.00043007139909195596
aig,-0.00010649575071343125
aig-ws,-0.0004248646193966473
aimc,0.0012538460302997417
aimt,0.0027908694602566697
ain,0.0012278488564949664
ainc,0.004792472871947344
ainv,0.0005268652848451894
air,0.0010270879042467032
airg,-0.0017610018789124232
airi,-0.0027037819174402056
airr,0.0004829367176501257
airt,-0.00034648831993751614
ait,0.00031842810651870184
aiv,0.00011694522542866102
aiv_a,0.00029661563250683577
aiw,0.000509214575510135
aiy,0.0003267900050537302
aiz,0.00040625722083547256
ajg,0.001082666347917582
ajrd,0.002470070979754532
ajx,0.0007662628943935907
ajxa,0.0003457622760277651
akam,-0.0007272213393758495
akao,0.0008981811259479795
akba,0.0023552049274766125
akca,0.010088417349428306
aker,-0.002127448055925095
akg,-0.004140567155877401
ako-a,0.0018361264318185744
ako-b,0.0014293177754429766
akp,0.000342901537152105
akr,-0.00030141096647959026
akrx,0.0021397204978554
aks,-0.003315926916199366
akts,-0.0013694316692301302
aktx,0.0017137238207637496
al,0.0011861131500271024
alb,0.002408727218992219
albo,0.002828261633920053
alco,0.001023431460929823
ald,0.0004472363843749633
aldr,-0.0019351169592455282
aldw,0.002176926166253516
aldx,0.00222518624709326
ale,0.0009319335307701386
alex,-5.875217631429445e-05
alfa,0.0008433610256957792
alfi,0.0019558643813155055
alg,0.001878380425813379
algn,0.0045892862544622244
algt,-0.0009842008045710066
alim,0.0010596750314124047
aljj,-0.0008315575152671835
alk,-0.0014079371149936918
alks,-0.0004775385331062839
all,0.0014280794374545882
all_a,0.00013627673873110104
all_b,0.0002479889352172609
all_c,5.717676290532064e-05
all_d,0.00011994084825876314
all_e,0.00010653089606758532
all_f,0.00016341275766782528
alle,0.001290102375798487
allt,0.0006995940806039286
ally,0.0015506806459641186
ally_a,0.00017484467459445824
aln,-0.002573830712613068
alna,0.03237061593669532
alny,0.00706472771764391
alo,0.0013229279968874196
alog,-1.673298638726687e-05
alot,-0.0004953038445948932
alp_o-cl,-0.0006737273479310773
alp_q,0.00021659429967376277
alpn,0.0008394522820079243
alqa,-0.0018574328802602076
alrm,0.0019243055777311468
alrn,0.0015665796263813168
alsk,0.0016323488609663714
alsn,0.0012952304728749055
alt,0.0022604893745570586
altr,0.01912211596664557
alts,7.209967619339952e-05
alty,0.00044765674971168477
alv,0.0006025803608583858
alx,-1.0607448612366017e-05
alxn,-7.247029140647789e-05
am,-0.0002758016262656574
amag,-0.0032457976693211184
amat,0.0027156611882845866
amba,0.0005698118913490065
ambc,-0.00195776913324623
ambcw,-0.003225513045623789
ambr,-0.0009381846754894503
amc,-0.004436550062301395
amca,0.0010620662303640572
amcn,-0.00015009259140570842
amcx,-0.00021344972443299983
amd,0.0007233630222613174
amda,-0.0017378881104161794
ame,0.0016141048706975144
amed,0.0015432894166281504
amfw,0.0012799822440372117
amg,0.0011900980354484253
amgn,0.0009162143256714063
amgp,-0.0014864971584914947
amh,0.0003218365225020917
amh_c,0.00024896381523080685
amh_d,0.00036956617328870786
amh_e,0.00035886122647512124
amh_f,0.0004289774468937195
amh_g,0.00043129557286719953
amid,-0.000653540612978339
amj,-0.00042951531472149365
amjl,-0.0009217497933247846
amkr,0.00044200304143504306
amlp,-0.0004373818239058105
amlx,-0.0019428108495173663
amma,-0.001323583162636275
amn,0.0007755031247302212
amnb,0.0005463382561376822
amot,0.002221558806871446
amov,0.001736379483800127
amp,0.0017889109169000688
ampe,0.0027453899165851853
amph,0.00047783700319023584
amrb,0.00015259013066534012
amrc,0.002475279250295323
amrk,-0.0007553461031621737
amrn,0.0008493554818427945
amrs,-0.00354869101667805
ams,-2.6649539615458672e-05
amsc,-0.0023036840793607804
amsf,0.0003003213790263212
amswa,0.0009791575103475136
amt,0.0017409956735689857
amt_b,0.0011258376285641926
amtd,0.0007418969771638758
amtx,-0.0014485458754795778
amu,-0.00041405421780039823
amwd,0.0009014707120553129
amx,0.0016512039863835963
amza,-0.0003887978734303284
amzn,0.0019521665417968242
an,0.0005333212374246252
anab,0.008994955042851768
anat,-2.3584541847016735e-05
ancb,-0.0004155417355782894
ancx,8.648542920604726e-05
anda,0.0006625038361532293
andar,0.014055959107295525
andau,0.005110419770543409
andaw,0.021878745709220878
ande,-0.0015223571810777273
andv,0.0011080894997382669
andx,-3.071890807119729e-05
anet,0.004125454155184212
anf,0.0010175912362411618
anfi,-0.00020786142707391727
angi,0.0024409014898395466
angl,0.0003505995834704459
ango,0.00011743154103097467
anh,0.0005885336625831491
anh_a,0.00014254160918689826
anh_b,0.0004650338329532568
anh_c,8.116777099198491e-05
anik,0.0005681834466939514
anip,0.00033489351485068217
anss,0.0023062718798027098
anth,-0.0028917615379620495
antm,0.002031891021048694
antx,0.0009681246411241688
anw,-0.00339929348879943
any,-0.0006351687001033963
aoa,0.0007120622587544271
aobc,-0.001714148850724661
aod,0.0011343204813109445
aoi,-0.001210563492572802
aok,0.00036008492453369265
aom,0.0004258713503905413
aon,0.001227894623861145
aor,0.0005674374132012959
aos,0.001072871172028129
aosl,-0.0004737291884180567
aoxg,-0.002144395391567433
ap,-0.00013736710857530313
apa,-0.0013826186629339004
apam,0.0013936741869921272
apb,0.0019402770304863268
apc,-0.0012617128658283469
apd,0.0006284522841802447
apdn,0.0026900546789161285
apdnw,0.004494665952191394
apei,0.0005024302339472558
apen,-0.0028166324269164765
apf,0.0013274652360139758
aph,0.001307083438605861
aphb,-0.0032330364586773226
aple,7.716161058062476e-05
aplp,-0.0004055302709216248
apls,-0.0007137758743753
apo,0.0024301088931774867
apo_a,0.00041742045341725285
apog,-0.0004006398722289386
apop,0.007872879136506541
apopw,0.021248717350813996
appf,0.002765896440066447
appn,0.004233012692985503
apps,0.004008973721904283
apri,0.0036740653805561545
aprn,-0.01073664808703493
apt,0.0008319965316709084
apti,0.0012680299259143738
apto,0.002179385546969805
apts,0.0018394962321810092
apu,0.00012597895168305545
apvo,0.0023944404655931403
apwc,0.0009652722818263255
aq,0.03260535222072566
aqb,-0.006726014706288875
aqms,-0.0042525651902895764
aqn,0.0011835820705080311
aqua,-0.0015191952050947997
aqxp,-0.0015808130253804867
ar,-0.0005426296555883069
ara,-0.002685378050896053
aray,0.00036671025664861595
arc,-0.0019280171731101635
arcb,0.0012602069104181057
arcc,0.0002517357306034895
arch,0.00028407792109224754
arci,0.0026287756791969286
arcm,3.759731618836678e-05
arco,0.0032619074640598163
arcw,-0.0021828065053211532
arcx,0.0007752454890772518
ard,-0.0006095113888971243
ardc,0.0006577974064421675
ardm,0.005825746949983174
ardx,-0.002486686197061541
are,0.0007349095745467764
are_d,0.000519582136828145
ares,0.00026570146836669707
ares_a,0.0002997596546369116
arex,-0.000757892803771471
args,-0.010495443488928112
argt,0.0016105878717072102
argx,0.0007332607216678956
arh_c,4.454269417160988e-05
ari,0.00077927025160651
ari_c,0.00014949335799970903
arii,-0.0004997448832566799
arkg,0.0018115304138983993
arkk,0.002583694891402733
arkq,0.0019126565583873943
arkr,0.00032904888980099485
arkw,0.002527361744489913
arl,0.004028301952771916
arlp,-0.0001459573070519391
arlz,-0.002458336036121625
armk,0.0008921659637287449
arna,0.0037459200794494303
arnc,0.0014992878790730886
arnc_,0.0005600834305384025
arnc_b,0.0015354212158636596
aroc,-0.00046043341106509554
arow,-0.0004477466491301042
arql,0.0004914190374552883
arr,0.0009135280380639565
arr_a,0.00025689181480456744
arr_b,0.0003587254695327152
arrs,-0.00017298520028846847
arry,0.0017193835872313192
artna,0.0010727441709983171
artw,-0.0004171411602331544
artx,0.0012713655383923184
arw,0.0004960030093364977
arwr,0.005264211295342723
asa,0.00020972355216206473
asb,7.954231378209039e-05
asb-ws,0.0010961570561475815
asb_c,0.00035460748664015157
asb_d,0.0006090312549222377
asc,0.0009645782564682054
ascma,-0.0009153177411260056
asea,0.001114273590274438
aset,0.000611554712072707
asfi,-0.000798316684335381
asg,0.0013553515588468896
asgn,0.001610056726790252
ash,0.0010623151761479967
ashr,0.0013699370351815913
ashs,0.0006055042072579221
ashx,0.0015219903254111678
asix,0.003270327641149963
asm,0.00013825033648654848
asmb,0.005082948443720597
asml,0.002285885751423153
asna,-0.004001691117173815
asnd,0.0030451938463415804
aspn,0.0009825968638049179
asps,0.0010421915518795553
aspu,0.003774517177205192
asr,0.0010847607390729668
asrv,0.0005444926400175079
asrvp,0.0010263063260870298
ast,-0.002319347691790957
astc,-0.003177421092863628
aste,-0.0009491076694112803
asur,0.0020218859073444107
asv,0.0004090942291849332
asx,0.0010976776639929542
asys,0.006135557816726114
at,1.5125973040437063e-05
atac,6.461582863660983e-05
atacr,0.009845781643488333
atacu,0.00048559747684455954
atai,0.0017798412773235755
atax,0.0008886823717282903
atec,0.0017272111491965828
aten,-0.0002683708620074676
atge,0.0010937407280908191
ath,0.00010493908989750554
athm,0.0043800285808799225
athn,0.0011918825120368396
athx,0.001952000056796065
ati,0.002008563765129215
atkr,-0.0006621890855970038
atlc,-0.00036455982453798626
atlo,-0.00039052220939208703
atmp,-0.0003894528265939509
atni,-0.0017044262399623937
atnm,-0.00028705735411694146
atnx,0.003307270104334346
ato,0.0009486568548539183
atom,-0.003228980368554356
atos,-0.0017462636620576262
atr,0.0007728088244857922
atra,0.0005649695733057331
atrc,8.813082459808787e-06
atri,0.0011709072117072356
atro,0.0007285619333324701
atrs,-0.00015659544015775553
atsg,0.0020510508978001463
atto,0.00121302227392123
attu,0.0017223935824816205
atu,-7.054233140241921e-05
atus,-0.0037570738424353507
atv,0.004260730430715425
atvi,0.0027680465015210067
atxi,-0.005010129749720829
au,-1.4886599869884907e-05
aubn,0.0008442246378405219
audc,0.0005751417965668205
aug,-0.00509384944015837
aumn,-0.0009921304092178349
auo,0.001089206282187362
auph,0.005932386760582679
ause,0.0007580796246528407
auto,-0.0018611388158075565
auy,0.0002179383468329174
ava,0.001414821802671403
aval,0.0004794166030247642
avav,0.00248160582965337
avb,0.0003907710875918972
avd,7.773099319746305e-05
avdl,-0.00028406037226198766
aveo,0.010463188107989754
avgo,0.0020324597730508524
avgr,-0.005348647727303375
avh,-0.0010910518175505683
avhi,0.00044477144511044714
avid,0.0011708995039587603
avir,-0.0024251222769614608
avk,0.0006660897150048999
avnw,0.0006774520972231801
avp,-0.0038229645436313043
avt,-0.0007096963619435271
avx,0.0008374443387115898
avxl,0.0007322096115071131
avxs,0.0036244754396030647
avy,0.0019792949738815196
awf,0.00023785546115651467
awi,0.0010589651576515316
awk,0.0010601978152399712
awp,0.001351342543745254
awr,0.0008458022849863628
awre,-0.0011881075574746423
awx,-0.0009706630124449951
axas,-0.0003609885799834493
axdx,-2.2340043482911837e-05
axe,-0.0009159425596424132
axgn,0.004977726587341854
axjl,0.0010815861782843342
axjv,0.0013581564333254848
axl,-0.00023434108303584938
axon,-0.00038833905538577845
axp,0.001178213524375784
axr,-4.670566203487509e-05
axs,-0.0007507360973441014
axs_d,0.0005341368132143797
axs_e,0.0007146746009000217
axsm,-0.0006520589325754201
axta,0.0008820595765633766
axti,0.0035658127177876564
axu,0.0003601541168652546
ayi,-0.0014009071895948139
ayr,0.0008259685415400817
ayt,0.000301513189997945
aytu,-0.03581743387443955
ayx,0.0035409328316629474
azn,0.0012076866337030006
azo,-0.0011316315408400946
azpn,0.0009689788100248197
azre,-0.00016431374574646114
azrx,-0.0012702450694905183
azul,0.001335897892468436
azz,-0.0014394682095545445
b,0.0013984700526112398
ba,0.002558041737928768
baa,-0.006288657250271348
bab,0.0003640404164552243
baba,0.0035935940570154946
baby,0.000968967900494222
bac,0.0009815516273203153
bac-ws-a,0.002051491618720868
bac-ws-b,0.003186301725957011
bac_a,0.00027615014184567606
bac_c,0.00028128320859441253
bac_d,0.00013205435410291528
bac_e,0.00041262055612679814
bac_i,0.00018074742675297848
bac_l,0.0005441193852468482
bac_w,0.0002067038243212472
bac_y,0.00019991536460695932
baf,0.0004377060723212123
bah,0.0002991897881232789
bak,0.0018446145377262343
bal,-3.5057565665948926e-06
bam,0.0011965525624330726
banc,0.0009701259933428459
banc_c,0.00016685304176004232
banc_d,0.000195820117530421
banc_e,0.0003938718110172541
banf,0.0006408970633621408
banfp,0.0005600129542699099
banr,0.00016381213629442618
banx,0.0006804397619838152
bap,0.001677445740161538
bar,-0.0007839355547706772
bas,-0.0013642976429665192
basi,0.0058545044728055854
batra,0.0006010857171584092
batrk,0.0005495416095153545
bax,0.0017591089441354821
bb,0.00237735338948582
bbby,-0.002951298745236739
bbc,0.0020116160638083374
bbd,0.0013858850932964675
bbdo,0.0013186344708152637
bbf,0.0005785865073492507
bbg,0.000591691584220173
bbgi,0.0031292504638549454
bbh,0.0007269329992427465
bbk,0.00015090284163555686
bbl,0.001164705253807503
bbn,0.000553190132412127
bbox,-0.005717851685713219
bbp,0.0008655065572835794
bbrc,0.0008756718999824262
bbrg,-0.0020634538955649566
bbsi,0.00025836302510514366
bbt,9.707048260593119e-05
bbt_d,0.0001389913067027554
bbt_e,0.00027437288514431136
bbt_f,0.00043439713637948935
bbt_g,0.00044798604638369326
bbt_h,0.00038490925313821363
bbu,0.0011029246714626606
bbva,0.0012747038176733714
bbw,-0.0019799415048349324
bbx,0.0034453898069935806
bby,0.0016658166722236041
bc,-0.00029264601227476376
bcac,0.0001972273575946993
bcacr,0.0006376728087480183
bcacu,0.000468418070511219
bcacw,-0.0032559743939449765
bcbp,0.0006956284839869243
bcc,0.002305444434652977
bcd,0.0003924610157869075
bce,0.0006900806383124784
bcei,-0.003036170724338143
bch,0.0012912144637646694
bci,0.0001963750240312858
bcli,0.0026758311870645215
bcm,0.0002529035821172305
bco,0.003167114805047375
bcom,-0.0007599475895920442
bcor,0.0015873803105885668
bcov,0.00014086296064499048
bcpc,1.3866506326383133e-05
bcr,0.0018978839539447788
bcrh,-0.0011366427732414368
bcrx,-0.000199850673506781
bcs,-0.0005280857919797504
bcs_d,0.0002002210539335528
bctf,0.0006632110918999021
bcv,0.0005262666018319358
bcv_a,0.0005725939560393799
bcx,0.0006561863113725519
bdc,0.0006320218216208646
bdc_b,0.00033240945492084794
bdcl,-5.2555528371278913e-05
bdcs,-3.871601356896663e-06
bdcz,0.0007310592736518913
bdd,0.002706890139392265
bdge,-0.00035570115689694237
bdj,0.000747761674968045
bdl,-0.0002631341579570067
bdn,0.0005233454826743656
bdr,0.001948033503144719
bdsi,0.0024707942705640726
bdx,0.0013906388455102569
bdxa,0.0009496170254191581
beat,0.0007391732680173039
bebe,0.0018129514856192826
becn,0.0009193998369973779
bedu,0.004567764242331476
bef,-0.0090534979423869
bel,-0.0004006557951774817
belfa,-0.00015265498451369952
belfb,-0.0004929702606250054
bemo,0.0007416740307930038
ben,0.00029792009348306967
bep,0.0008811204096961498
bern,0.0012402226975652825
bery,0.0008145364165697569
betr,-0.0020157965884392585
bf-a,0.0011330715929336638
bf-b,0.001236761034046213
bfam,0.0010236013762099344
bfin,0.00028256923573477066
bfit,0.0013213775934393364
bfk,0.00033842701669972567
bfo,0.00012131735874111906
bfor,0.0006079103537638121
bfr,0.0010291684002689712
bfs,-0.00016544557906759543
bfs_c,4.4867402942714706e-05
bfy,0.00032761744242537665
bfz,0.00017290084793615085
bg,-6.649430892037659e-05
bgb,0.0004077858524744138
bgc,0.0007217372876570793
bgca,0.00031626678455095995
bgcp,0.0020559068624219305
bgfv,-0.003885680713610551
bgg,0.0006631663100504082
bgh,0.0005557934361856528
bgi,0.004298526690133651
bgio,0.00016178909895188674
bgne,0.005376107390723765
bgr,0.00018222550792109724
bgs,-0.0008694646733970398
bgsf,0.0005774114547750376
bgt,0.00018273295485459216
bgx,0.0002450079860340908
bgy,0.0011167233758351376
bh,-0.0011836863973423467
bhac,0.001006014962811548
bhacr,0.004610357665494376
bhacu,-0.01325756871904141
bhacw,0.00797945443540233
bhb,-0.000322308249874473
bhbk,0.0005498418394452661
bhe,7.634975460767516e-05
bhf,-0.0024302559864791463
bhge,-0.0010038965442345222
bhk,0.0005992903394773573
bhlb,0.00010226655155376281
bhp,0.0011204220530602398
bhv,0.0011419192590380058
bhvn,0.003696985509269785
bib,0.001565291712245861
bibl,0.0005774297210293999
bick,0.0016645949221390187
bid,0.0008831205083392462
bidu,0.0018129594143669317
bif,0.0009153247403824248
big,0.0004991944982950171
biib,0.0008953721846060092
bil,2.5171485516969012e-05
bio,0.0017484322249958452
bio-b,0.008563956288805928
bioa,-0.008964191067987777
bioc,0.0027077836710591697
biol,-0.002724001062986809
bios,0.004578169006126278
bip,0.001407607396436577
bis,-0.0016265977971778472
bit,0.0007805303987134228
bita,0.004673496852124229
biv,0.00015213702573405825
bivv,0.000770142410231941
bizd,3.103369579985411e-05
bjk,0.0012460880290853375
bjri,-0.0008881825769374642
bjz,7.890202321464146e-05
bk,0.00045596869179067835
bk_c,0.0004141494164259952
bkcc,0.00033027506297475594
bkd,-0.0005095604350336268
bke,-3.037971615133669e-05
bkep,-0.0004976103150472186
bkepp,0.00010188282671273719
bkf,0.0016071560393941776
bkh,-0.00015610466716704409
bkhu,-0.00020439632208863013
bki,0.0009700518226359969
bkj,0.0015167355562530494
bkk,0.00017324773040432864
bkln,6.668487133026972e-05
bkmu,0.0004923385858487349
bkn,0.00020271635339357526
bks,-0.0013472230450233707
bksc,-0.00035220662961542705
bkt,0.0001118160009679917
bku,-0.0004050142041993697
bkyi,-0.007811469860606582
bl,0.0014693000986480455
blbd,0.0011178517258947146
blcm,-0.0003584493541518592
bld,0.002827543418366196
bldp,0.005812701871979231
bldr,0.002630439436748872
ble,0.0002604905917873258
bles,0.0004940728319911494
blfs,0.00664692725805972
blh,0.00012988674626278004
blhy,0.00013827311272657044
blin,2.780158048068508e-05
blj,0.0002616103916678431
blk,0.001052392581619456
blkb,0.002168166606915157
bll,0.00036652533882494497
blmn,-4.482689043300327e-05
blmt,6.226926710569959e-05
blph,0.006841460301943393
blrx,0.0009763053801597929
blue,0.004731652260164864
blv,0.0003415611705699702
blvd,4.8143611749989204e-05
blvdu,0.00017715512987751203
blvdw,0.0037505431870548294
blw,0.00045770925216750567
blx,0.00015181537822217254
bma,0.0030244039957345262
bmch,0.0008271325286303197
bme,0.0008504339159508986
bmi,0.0010244094335046551
bml_g,0.00039189104917896614
bml_h,0.0004254655557155047
bml_i,0.00019783011918122323
bml_j,-9.108723373481935e-06
bml_l,0.0001976056037517849
bmla,0.00474516882745757
bmlp,-0.0007560207442753568
bmo,0.0005252159885663302
bmra,0.0024417978591221466
bmrc,-6.27175172519349e-05
bmrn,0.00010086134186241656
bms,-0.0002816853505028431
bmtc,0.00016704814159848298
bmy,0.0004237993008385252
bncl,-0.0006011862903103153
bnd,0.00013220542976398027
bndc,0.0004288782792262074
bndx,9.336245801954459e-05
bned,-0.003086959084453843
bnft,-0.00026623392461183317
bnj,0.0005943353177737539
bno,0.000514878870646743
bns,0.0009204539398414175
bnso,0.001398204836125944
bntc,0.007534619831690911
bntcw,0.10709427712559526
bny,0.00044633966953402856
bobe,0.002473517518075561
boch,0.0010557227058905524
boe,0.0009642477692063803
bofi,-0.0004722717691064001
bofil,0.00044445989008582554
boh,-0.0003734457550441427
boil,-0.0028392375221709338
boja,-0.0017404361854755903
bokf,0.00015420824650340867
bokfl,0.0007416519722208339
bold,0.002039577602459332
bom,0.004335148902498341
bomn,0.003747150701937936
bond,0.00019324533444016085
bont,0.001976035216655698
boom,0.0018894890842909308
boot,0.0006162813513567426
born,0.0003410924201379485
bosc,-0.0001247498344212755
boss,0.0006457315848326085
botj,6.962929023895611e-05
botz,0.002192356202544007
box,0.0023156136020623685
bp,0.0006873611581138817
bpfh,-0.0001710869182400272
bpfhp,0.0004662278968538823
bpfhw,0.0004384346337795277
bpi,9.756710212579851e-05
bpk,7.676282153153346e-05
bpl,-0.0008032146076150778
bpmc,0.004611562465439872
bpmp,0.0043945870406598
bpmx,-0.0009141937395709303
bpop,-0.0009783102339665432
bpopm,0.00035307215632195544
bpopn,0.00023760808512717188
bprn,-0.00013393276433490563
bpt,0.0001995213199588431
bpth,-0.005116576941699529
bpy,0.0005569183891711234
bqh,0.00045100561870813527
br,0.0014251796193382983
brac,-0.0004161119327315599
bracr,-0.004615123756802919
bracu,-0.0003965946983174
bracw,-0.01170247514416107
braq,0.0022754272108888116
brc,0.00023550272514234535
brcd,0.00013537855320288166
brew,0.00108452072072998
brf,0.001813690547355047
brfs,-0.00048630480142628716
brg,-0.00020538727945339767
brg_a,4.8401024010654053e-05
brg_c,8.994215801319487e-05
brg_d,0.0003953389477350534
brgl,0.0008021157133743466
brid,0.001684163343431722
brk-a,0.000580144327599955
brk-b,0.0005717233514284423
brkl,-0.0003117601484190129
brkr,0.0019862698683723273
brks,0.002430641434413844
brn,0.001720535852098835
bro,0.0005406395800695936
brqs,-0.005070370549538883
brqsw,0.002426582219366019
brs,-0.00016757539678393852
brss,0.00023041776197442666
brt,0.001264696370510723
brx,-0.0009746335545066651
brzu,0.0026020127226278954
bsac,0.001692739131418411
bsbr,0.0005455835736279624
bsch,4.166368345411919e-05
bsci,5.472078966714312e-05
bscj,6.535437937512139e-05
bsck,0.00011840262576283716
bscl,0.00014421881723134403
bscm,0.0001638952841872963
bscn,0.00021425557993950137
bsco,0.00021617562315361495
bscp,0.00021835342856742297
bscq,0.00022065085803735655
bscr,-9.458055166425955e-05
bsd,0.0003760362160578251
